clip,gap_length_x,condition_x,dyad,turn_num,turn_start_msec,video_num,laughter,Unnamed: 8,Unnamed: 9,subID,partnerID,timepoint,connection,connection_change,gap_length_y,speaker,condition_y
75_2322_20_22.mov,2322,strangers,20_22,79,198071,75,no,,,20.0,22.0,long_gap,69.0,0.0,2322.0,self,strangers
75_2322_20_22.mov,2322,strangers,20_22,79,198071,75,no,,,22.0,20.0,1_before,79.8,-2.200000000000003,2322.0,other,strangers
75_2322_20_22.mov,2322,strangers,20_22,79,198071,75,no,,,20.0,22.0,1_before,69.0,0.0,2322.0,self,strangers
75_2322_20_22.mov,2322,strangers,20_22,79,198071,75,no,,,22.0,20.0,2_before,80.0,-2.0,2322.0,other,strangers
75_2322_20_22.mov,2322,strangers,20_22,79,198071,75,no,,,20.0,22.0,2_before,69.0,0.0,2322.0,self,strangers
75_2322_20_22.mov,2322,strangers,20_22,79,198071,75,no,,,22.0,20.0,3_before,80.0,-2.0,2322.0,other,strangers
75_2322_20_22.mov,2322,strangers,20_22,79,198071,75,no,,,20.0,22.0,3_before,70.8,1.7999999999999972,2322.0,self,strangers
75_2322_20_22.mov,2322,strangers,20_22,79,198071,75,no,,,22.0,20.0,1_after,82.0,0.0,2322.0,other,strangers
75_2322_20_22.mov,2322,strangers,20_22,79,198071,75,no,,,20.0,22.0,1_after,69.0,0.0,2322.0,self,strangers
75_2322_20_22.mov,2322,strangers,20_22,79,198071,75,no,,,22.0,20.0,2_after,82.0,0.0,2322.0,other,strangers
75_2322_20_22.mov,2322,strangers,20_22,79,198071,75,no,,,20.0,22.0,2_after,69.0,0.0,2322.0,self,strangers
75_2322_20_22.mov,2322,strangers,20_22,79,198071,75,no,,,22.0,20.0,3_after,82.0,0.0,2322.0,other,strangers
75_2322_20_22.mov,2322,strangers,20_22,79,198071,75,no,,,20.0,22.0,3_after,69.0,0.0,2322.0,self,strangers
76_2281_66_63.mov,2281,strangers,66_63,47,297309,76,yes,,,63.0,66.0,long_gap,61.0,0.0,2281.0,other,strangers
76_2281_66_63.mov,2281,strangers,66_63,47,297309,76,yes,,,66.0,63.0,long_gap,51.130434782608695,0.0,2281.0,self,strangers
76_2281_66_63.mov,2281,strangers,66_63,47,297309,76,yes,,,63.0,66.0,1_before,61.0,0.0,2281.0,other,strangers
76_2281_66_63.mov,2281,strangers,66_63,47,297309,76,yes,,,66.0,63.0,1_before,49.25,-1.8804347826086956,2281.0,self,strangers
76_2281_66_63.mov,2281,strangers,66_63,47,297309,76,yes,,,63.0,66.0,2_before,61.0,0.0,2281.0,other,strangers
76_2281_66_63.mov,2281,strangers,66_63,47,297309,76,yes,,,66.0,63.0,2_before,49.0,-2.130434782608696,2281.0,self,strangers
76_2281_66_63.mov,2281,strangers,66_63,47,297309,76,yes,,,63.0,66.0,3_before,61.0,0.0,2281.0,other,strangers
76_2281_66_63.mov,2281,strangers,66_63,47,297309,76,yes,,,66.0,63.0,3_before,49.0,-2.130434782608696,2281.0,self,strangers
76_2281_66_63.mov,2281,strangers,66_63,47,297309,76,yes,,,63.0,66.0,1_after,61.0,0.0,2281.0,other,strangers
76_2281_66_63.mov,2281,strangers,66_63,47,297309,76,yes,,,66.0,63.0,1_after,52.0,0.8695652173913047,2281.0,self,strangers
76_2281_66_63.mov,2281,strangers,66_63,47,297309,76,yes,,,63.0,66.0,2_after,61.0,0.0,2281.0,other,strangers
76_2281_66_63.mov,2281,strangers,66_63,47,297309,76,yes,,,66.0,63.0,2_after,52.0,0.8695652173913047,2281.0,self,strangers
76_2281_66_63.mov,2281,strangers,66_63,47,297309,76,yes,,,63.0,66.0,3_after,61.0,0.0,2281.0,other,strangers
76_2281_66_63.mov,2281,strangers,66_63,47,297309,76,yes,,,66.0,63.0,3_after,52.0,0.8695652173913047,2281.0,self,strangers
